
SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0300       S            L#AS01       En           0            1            N            N            N            N            N            0
AR0300       W            L#AS01       En           0            1            N            N            N            N            N            0
AR0500       N            L#AS01       En           0            1            N            N            N            N            N            0
AR0500       E            L#AS01       En           0            1            N            N            N            N            N            0
AR0500       S            L#AS01       En           0            1            N            N            N            N            N            0
AR0500       W            L#AS01       En           0            1            N            N            N            N            N            0
AR0800       N            L#AS01       En           0            1            N            N            N            N            N            0
AR0800       E            L#AS01       En           0            1            N            N            N            N            N            0
AR0800       S            L#AS01       En           0            1            N            N            N            N            N            0
AR0800       W            L#AS01       En           0            1            N            N            N            N            N            0
AR0900       N            L#AS01       En           0            1            N            N            N            N            N            0
AR0900       E            L#AS01       En           0            1            N            N            N            N            N            0
AR0900       S            L#AS01       En           0            1            N            N            N            N            N            0
AR0900       W            L#AS01       En           0            1            N            N            N            N            N            0
AR1000       N            L#AS01       En           0            1            N            N            N            N            N            0
AR1000       E            L#AS01       En           0            1            N            N            N            N            N            0
AR1000       S            L#AS01       En           0            1            N            N            N            N            N            0
AR1000       W            L#AS01       En           0            1            N            N            N            N            N            0
AR1100       N            L#AS01       En           4            1            N            N            N            N            N            0
AR1100       E            L#AS01       En           4            1            N            N            N            N            N            0
AR1100       S            L#AS01       En           4            1            N            N            N            N            N            0
AR1100       W            L#AS01       En           4            1            N            N            N            N            N            0
AR1300       N            L#AS01       En           2            1            N            N            N            N            N            0
AR1300       E            L#AS01       En           2            1            N            N            N            N            N            0
AR1300       S            L#AS01       En           2            1            N            N            N            N            N            0
AR1300       W            L#AS01       En           2            1            N            N            N            N            N            0
AR1200       N            L#AS01       En           4            1            N            N            N            N            N            0
AR1200       E            L#AS01       En           4            1            N            N            N            N            N            0
AR1200       S            L#AS01       En           4            1            N            N            N            N            N            0
AR1200       W            L#AS01       En           4            1            N            N            N            N            N            0
AR0020       N            L#AS01       En           0            1            N            N            N            N            N            0
AR0020       E            L#AS01       En           0            1            N            N            N            N            N            0
AR0020       S            L#AS01       En           0            1            N            N            N            N            N            0
AR0020       W            L#AS01       En           0            1            N            N            N            N            N            0
AR1304       N            L#AS01       En           2            1            N            N            N            N            N            0
AR1304       E            L#AS01       En           2            1            N            N            N            N            N            0
AR1304       S            L#AS01       En           2            1            N            N            N            N            N            0
AR1304       W            L#AS01       En           2            1            N            N            N            N            N            0
AR2000       N            L#AS01       En           4            1            N            N            N            N            N            0
AR2000       E            L#AS01       En           4            1            N            N            N            N            N            0
AR2000       S            L#AS01       En           4            1            N            N            N            N            N            0
AR2000       W            L#AS01       En           4            1            N            N            N            N            N            0
L#AS01       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AS01       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AS01       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AS01       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AS01       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#AS01       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#AS01       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#AS01       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#AS01       N            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#AS01       E            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#AS01       S            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#AS01       W            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#AS01       N            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AS01       E            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AS01       S            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AS01       W            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AS01       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#AS01       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#AS01       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#AS01       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#AS01       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#AS01       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#AS01       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#AS01       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#AS01       N            AR1000       ExitN        0            1            N            N            N            N            N            0
L#AS01       E            AR1000       ExitN        0            1            N            N            N            N            N            0
L#AS01       S            AR1000       ExitN        0            1            N            N            N            N            N            0
L#AS01       W            AR1000       ExitN        0            1            N            N            N            N            N            0
L#AS01       N            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#AS01       E            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#AS01       S            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#AS01       W            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#AS01       N            AR0800       ExitS        0            1            N            N            N            N            N            0
L#AS01       E            AR0800       ExitS        0            1            N            N            N            N            N            0
L#AS01       S            AR0800       ExitS        0            1            N            N            N            N            N            0
L#AS01       W            AR0800       ExitS        0            1            N            N            N            N            N            0
L#AS01       N            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#AS01       E            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#AS01       S            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#AS01       W            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#AS01       N            AR0300       ExitN        0            1            N            N            N            N            N            0
L#AS01       E            AR0300       ExitN        0            1            N            N            N            N            N            0
L#AS01       S            AR0300       ExitN        0            1            N            N            N            N            N            0
L#AS01       W            AR0300       ExitN        0            1            N            N            N            N            N            0
L#AS01       N            AR0400       ExitS        0            1            N            N            N            N            N            0
L#AS01       E            AR0400       ExitS        0            1            N            N            N            N            N            0
L#AS01       S            AR0400       ExitS        0            1            N            N            N            N            N            0
L#AS01       W            AR0400       ExitS        0            1            N            N            N            N            N            0
L#AS01       N            AR0700       ExitE        0            1            N            N            N            N            N            0
L#AS01       E            AR0700       ExitE        0            1            N            N            N            N            N            0
L#AS01       S            AR0700       ExitE        0            1            N            N            N            N            N            0
L#AS01       W            AR0700       ExitE        0            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0400       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0400       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0400       W            L#ND01       En           0            1            N            N            N            N            N            0
AR0300       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0300       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0300       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0300       W            L#ND01       En           0            1            N            N            N            N            N            0
AR0500       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0500       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0500       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0500       W            L#ND01       En           0            1            N            N            N            N            N            0
AR0800       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0800       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0800       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0800       W            L#ND01       En           0            1            N            N            N            N            N            0
AR0900       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0900       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0900       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0900       W            L#ND01       En           0            1            N            N            N            N            N            0
AR1000       N            L#ND01       En           0            1            N            N            N            N            N            0
AR1000       E            L#ND01       En           0            1            N            N            N            N            N            0
AR1000       S            L#ND01       En           0            1            N            N            N            N            N            0
AR1000       W            L#ND01       En           0            1            N            N            N            N            N            0
AR1100       N            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1100       E            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1100       S            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1100       W            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1300       N            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1300       E            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1300       S            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1300       W            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1200       N            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1200       E            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1200       S            L#ND01       Ene          4            1            N            N            N            N            N            0
AR1200       W            L#ND01       Ene          4            1            N            N            N            N            N            0
AR0020       N            L#ND01       En           0            1            N            N            N            N            N            0
AR0020       E            L#ND01       En           0            1            N            N            N            N            N            0
AR0020       S            L#ND01       En           0            1            N            N            N            N            N            0
AR0020       W            L#ND01       En           0            1            N            N            N            N            N            0
AR1304       N            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1304       E            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1304       S            L#ND01       Ene          2            1            N            N            N            N            N            0
AR1304       W            L#ND01       Ene          2            1            N            N            N            N            N            0
AR2000       N            L#ND01       Ene          4            1            N            N            N            N            N            0
AR2000       E            L#ND01       Ene          4            1            N            N            N            N            N            0
AR2000       S            L#ND01       Ene          4            1            N            N            N            N            N            0
AR2000       W            L#ND01       Ene          4            1            N            N            N            N            N            0
L#ND01       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#ND01       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#ND01       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#ND01       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#ND01       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#ND01       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#ND01       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#ND01       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#ND01       N            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#ND01       E            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#ND01       S            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#ND01       W            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#ND01       N            AR1200       ExitW        4            1            N            N            N            N            N            0
L#ND01       E            AR1200       ExitW        4            1            N            N            N            N            N            0
L#ND01       S            AR1200       ExitW        4            1            N            N            N            N            N            0
L#ND01       W            AR1200       ExitW        4            1            N            N            N            N            N            0
L#ND01       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#ND01       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#ND01       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#ND01       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#ND01       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#ND01       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#ND01       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#ND01       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#ND01       N            AR1000       ExitN        0            1            N            N            N            N            N            0
L#ND01       E            AR1000       ExitN        0            1            N            N            N            N            N            0
L#ND01       S            AR1000       ExitN        0            1            N            N            N            N            N            0
L#ND01       W            AR1000       ExitN        0            1            N            N            N            N            N            0
L#ND01       N            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#ND01       E            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#ND01       S            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#ND01       W            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#ND01       N            AR0800       ExitS        0            1            N            N            N            N            N            0
L#ND01       E            AR0800       ExitS        0            1            N            N            N            N            N            0
L#ND01       S            AR0800       ExitS        0            1            N            N            N            N            N            0
L#ND01       W            AR0800       ExitS        0            1            N            N            N            N            N            0
L#ND01       N            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#ND01       E            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#ND01       S            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#ND01       W            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#ND01       N            AR0300       ExitN        0            1            N            N            N            N            N            0
L#ND01       E            AR0300       ExitN        0            1            N            N            N            N            N            0
L#ND01       S            AR0300       ExitN        0            1            N            N            N            N            N            0
L#ND01       W            AR0300       ExitN        0            1            N            N            N            N            N            0
L#ND01       N            AR0400       ExitS        0            1            N            N            N            N            N            0
L#ND01       E            AR0400       ExitS        0            1            N            N            N            N            N            0
L#ND01       S            AR0400       ExitS        0            1            N            N            N            N            N            0
L#ND01       W            AR0400       ExitS        0            1            N            N            N            N            N            0
L#ND01       N            AR0700       ExitE        0            1            N            N            N            N            N            0
L#ND01       E            AR0700       ExitE        0            1            N            N            N            N            N            0
L#ND01       S            AR0700       ExitE        0            1            N            N            N            N            N            0
L#ND01       W            AR0700       ExitE        0            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0400       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0400       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0400       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR0300       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0300       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0300       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0300       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR0500       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0500       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0500       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0500       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR0800       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0800       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0800       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0800       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR0900       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0900       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0900       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0900       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR1000       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR1000       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR1000       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR1000       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR1100       N            L#XZE1       En           4            1            N            N            N            N            N            0
AR1100       E            L#XZE1       En           4            1            N            N            N            N            N            0
AR1100       S            L#XZE1       En           4            1            N            N            N            N            N            0
AR1100       W            L#XZE1       En           4            1            N            N            N            N            N            0
AR1300       N            L#XZE1       En           2            1            N            N            N            N            N            0
AR1300       E            L#XZE1       En           2            1            N            N            N            N            N            0
AR1300       S            L#XZE1       En           2            1            N            N            N            N            N            0
AR1300       W            L#XZE1       En           2            1            N            N            N            N            N            0
AR1200       N            L#XZE1       En           4            1            N            N            N            N            N            0
AR1200       E            L#XZE1       En           4            1            N            N            N            N            N            0
AR1200       S            L#XZE1       En           4            1            N            N            N            N            N            0
AR1200       W            L#XZE1       En           4            1            N            N            N            N            N            0
AR0020       N            L#XZE1       En           1            1            N            N            N            N            N            0
AR0020       E            L#XZE1       En           1            1            N            N            N            N            N            0
AR0020       S            L#XZE1       En           1            1            N            N            N            N            N            0
AR0020       W            L#XZE1       En           1            1            N            N            N            N            N            0
AR1304       N            L#XZE1       En           2            1            N            N            N            N            N            0
AR1304       E            L#XZE1       En           2            1            N            N            N            N            N            0
AR1304       S            L#XZE1       En           2            1            N            N            N            N            N            0
AR1304       W            L#XZE1       En           2            1            N            N            N            N            N            0
AR2000       N            L#XZE1       En           4            1            N            N            N            N            N            0
AR2000       E            L#XZE1       En           4            1            N            N            N            N            N            0
AR2000       S            L#XZE1       En           4            1            N            N            N            N            N            0
AR2000       W            L#XZE1       En           4            1            N            N            N            N            N            0
L#XZE1       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#XZE1       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#XZE1       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#XZE1       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#XZE1       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       N            AR0020       ExitSW       1            1            N            N            N            N            N            0
L#XZE1       E            AR0020       ExitSW       1            1            N            N            N            N            N            0
L#XZE1       S            AR0020       ExitSW       1            1            N            N            N            N            N            0
L#XZE1       W            AR0020       ExitSW       1            1            N            N            N            N            N            0
L#XZE1       N            AR1200       ExitW        4            1            N            N            N            N            N            0
L#XZE1       E            AR1200       ExitW        4            1            N            N            N            N            N            0
L#XZE1       S            AR1200       ExitW        4            1            N            N            N            N            N            0
L#XZE1       W            AR1200       ExitW        4            1            N            N            N            N            N            0
L#XZE1       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#XZE1       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#XZE1       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#XZE1       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#XZE1       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#XZE1       N            AR1000       ExitN        1            1            N            N            N            N            N            0
L#XZE1       E            AR1000       ExitN        1            1            N            N            N            N            N            0
L#XZE1       S            AR1000       ExitN        1            1            N            N            N            N            N            0
L#XZE1       W            AR1000       ExitN        1            1            N            N            N            N            N            0
L#XZE1       N            AR0900       ExitNW       1            1            N            N            N            N            N            0
L#XZE1       E            AR0900       ExitNW       1            1            N            N            N            N            N            0
L#XZE1       S            AR0900       ExitNW       1            1            N            N            N            N            N            0
L#XZE1       W            AR0900       ExitNW       1            1            N            N            N            N            N            0
L#XZE1       N            AR0800       ExitS        1            1            N            N            N            N            N            0
L#XZE1       E            AR0800       ExitS        1            1            N            N            N            N            N            0
L#XZE1       S            AR0800       ExitS        1            1            N            N            N            N            N            0
L#XZE1       W            AR0800       ExitS        1            1            N            N            N            N            N            0
L#XZE1       N            AR0500       ExitNE       1            1            N            N            N            N            N            0
L#XZE1       E            AR0500       ExitNE       1            1            N            N            N            N            N            0
L#XZE1       S            AR0500       ExitNE       1            1            N            N            N            N            N            0
L#XZE1       W            AR0500       ExitNE       1            1            N            N            N            N            N            0
L#XZE1       N            AR0300       ExitN        1            1            N            N            N            N            N            0
L#XZE1       E            AR0300       ExitN        1            1            N            N            N            N            N            0
L#XZE1       S            AR0300       ExitN        1            1            N            N            N            N            N            0
L#XZE1       W            AR0300       ExitN        1            1            N            N            N            N            N            0
L#XZE1       N            AR0400       ExitS        1            1            N            N            N            N            N            0
L#XZE1       E            AR0400       ExitS        1            1            N            N            N            N            N            0
L#XZE1       S            AR0400       ExitS        1            1            N            N            N            N            N            0
L#XZE1       W            AR0400       ExitS        1            1            N            N            N            N            N            0
L#XZE1       N            AR0700       ExitE        1            1            N            N            N            N            N            0
L#XZE1       E            AR0700       ExitE        1            1            N            N            N            N            N            0
L#XZE1       S            AR0700       ExitE        1            1            N            N            N            N            N            0
L#XZE1       W            AR0700       ExitE        1            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR5500       N            L#JN00       En           6            1            N            N            N            N            N            0
AR5500       E            L#JN00       En           6            1            N            N            N            N            N            0
AR5500       S            L#JN00       En           6            1            N            N            N            N            N            0
AR5500       W            L#JN00       En           6            1            N            N            N            N            N            0
L#JN00       N            AR5500       ExitW        6            1            N            N            N            N            N            0
